time,id,latitude,longitude,counter
0,A020,-22.976509,-43.19902,0
0,A412260,-22.961214,-43.212467,0
0,A414440,-22.898205,-43.180534,0
0,A480500,-22.91304,-43.210178,0
0,A481690,-22.925152,-43.20282,0
0,A481830,-22.924868,-43.233307,0
0,A500080,-22.917091,-43.210556,0
0,B115740,-22.9045,-43.1882,0
0,B115810,-22.8383,-43.3626,0
0,B116320,-22.8742,-43.337,0
0,B116510,-22.8754,-43.3395,0
0,B255200,-22.9063,-43.1944,0
0,B310250,-22.933,-43.1805,0
0,B516470,-22.8844,-43.2911,0
0,B710920,-22.9145,-43.2076,0
0,B71103,-22.9083,-43.2741,0
0,C210430,-22.993176,-43.25565,0
0,C300580,-22.918566,-43.360809,0
0,C30150,-22.951729,-43.348053,0
0,C302220,-22.985523,-43.201283,0
0,C30257,-22.952101,-43.348034,0
0,C303030,-23.005756,-43.30426,0
0,C413960,-22.900473,-43.186539,0
0,C475080,-22.906363,-43.175079,0
0,C475950,-22.916889,-43.261177,0
0,C500760,-22.916367,-43.212467,0
0,C826000,-22.915367,-43.229172,0
0,C863070,-22.999767,-43.353306,0
0,D58626,-22.90484,-43.189304,0
0,D58740,-22.87212,-43.464954,0
1,A418510,-22.900154,-43.177036,0
0,A720840,-22.921404,-43.220005,0
0,B270360,-22.8715,-43.3373,0
0,B51624,-22.8763,-43.3686,0
0,C13182,-22.957067,-43.341305,0
0,C210470,-23.001705,-43.274868,0
0,C30034,-22.999981,-43.362968,0
0,C414090,-22.956409,-43.198292,0
0,C414100,-22.905363,-43.193035,0
0,C477590,-22.955128,-43.337414,0
0,D867850,-22.890743,-43.564194,0
1,A275410,-22.980049,-43.223652,0
0,A275420,-22.99971,-43.352089,0
0,A27559,-22.988529,-43.228191,0
0,A275730,-22.913799,-43.236389,0
0,A276750,-22.91609,-43.210251,0
0,A276820,-22.91855,-43.212841,0
0,A410170,-22.9069,-43.177036,0
0,A481760,-22.917025,-43.195351,0
0,A481790,-22.923416,-43.208599,0
0,B270200,-22.8553,-43.3612,0
0,B270550,-22.8289,-43.3102,0
0,B271640,-22.8765,-43.2659,0
0,B311310,-22.9507,-43.1761,0
0,B311610,-22.972,-43.1875,0
0,B325080,-22.852,-43.2478,0
